customer_id,age,gender,country,preferred_channel,loyalty_tier,registration_date,last_purchase_days_ago,total_purchases,avg_order_value,email_open_rate,app_sessions_30d,returns_rate,support_tickets_12m,nps_score,omnichannel_flag,preferred_brand,preferred_category,total_revenue,churned
CUST_04311,21,F,USA,instagram_shop,Bronze,2026-01-31,227,27,61.5,0.514,17,0.192,2,9.0,1,Zara,Dresses,1660.5,0
CUST_04312,64,F,Spain,loyalty_program,Bronze,2023-06-13,95,30,35.41,0.475,34,0.159,2,3.0,0,Mango,Footwear,1062.3,0
CUST_04313,42,M,Poland,mobile_app,Bronze,2024-04-26,179,74,28.6,0.215,50,0.007,2,6.0,1,Mango,Underwear,2116.4,0
CUST_04314,38,M,USA,instagram_shop,Bronze,2024-01-22,3,1,54.63,0.322,37,0.213,1,3.0,1,Pull&Bear,Tops,54.63,0
CUST_04315,54,F,France,loyalty_program,Bronze,2025-04-15,184,9,24.56,0.321,26,0.252,6,0.0,1,Zara,Tops,221.04,1
CUST_04316,55,M,Germany,ecommerce,Bronze,2023-09-14,46,3,45.51,0.211,7,0.112,0,5.0,1,Pull&Bear,Dresses,136.53,0
CUST_04317,18,M,Poland,email_campaign,Silver,2025-08-04,292,53,141.81,0.442,34,0.069,7,7.0,0,COS,Footwear,7515.93,1
CUST_04318,42,F,France,ecommerce,Bronze,2023-05-12,141,42,49.17,0.449,51,0.199,6,10.0,1,Zara,Bottoms,2065.14,0
CUST_04319,53,F,Italy,loyalty_program,Platinum,2023-09-08,13,19,45.13,0.261,31,0.08,5,9.0,0,Mango,Accessories,857.47,0
CUST_04320,34,M,Spain,physical_store,Silver,2024-06-30,186,6,61.2,0.413,8,0.121,0,9.0,1,Massimo Dutti,Footwear,367.2,0
CUST_04321,58,F,France,mobile_app,Bronze,2026-03-21,85,7,118.26,0.086,43,0.103,0,8.0,1,Massimo Dutti,Dresses,827.82,0
CUST_04322,41,M,Portugal,ecommerce,Bronze,2026-03-14,43,43,231.03,0.308,7,0.084,0,4.0,1,Massimo Dutti,Footwear,9934.29,0
CUST_04323,19,M,Brazil,ecommerce,Silver,2025-01-31,156,36,21.63,0.196,7,0.166,2,2.0,0,Uniqlo,Accessories,778.68,0
CUST_04324,57,M,Germany,instagram_shop,Bronze,2024-02-20,184,68,142.93,0.353,0,0.019,0,10.0,0,Mango,Outerwear,9719.24,1
CUST_04325,32,NB,Italy,instagram_shop,Platinum,2025-09-13,47,39,103.67,0.315,24,0.26,2,2.0,1,Reserved,Bottoms,4043.13,0
CUST_04326,49,F,Netherlands,instagram_shop,Bronze,2024-06-10,206,43,20.34,0.203,6,0.191,7,1.0,1,Pull&Bear,Tops,874.62,1
CUST_04327,56,F,Spain,loyalty_program,Silver,2024-03-28,210,37,24.99,0.018,31,0.229,7,7.0,1,H&M,Accessories,924.63,1
CUST_04328,23,M,Poland,physical_store,Platinum,2024-10-23,275,28,117.38,0.264,9,0.232,7,3.0,0,Bershka,Accessories,3286.64,0
CUST_04329,18,F,Brazil,ecommerce,Silver,2025-03-20,83,50,85.05,0.234,47,0.134,5,10.0,0,Bershka,Tops,4252.5,0
CUST_04330,64,M,USA,email_campaign,Platinum,2024-10-16,97,39,13.64,0.153,35,0.144,4,0.0,0,Bershka,Dresses,531.96,1
CUST_04331,40,NB,Spain,instagram_shop,Gold,2024-12-08,179,2,28.08,0.162,44,0.326,2,3.0,0,Massimo Dutti,Dresses,56.16,0
CUST_04332,56,M,UK,physical_store,Platinum,2024-10-03,355,37,83.65,0.284,21,0.157,1,8.0,1,Massimo Dutti,Accessories,3095.05,1
CUST_04333,34,F,Spain,loyalty_program,Gold,2023-08-16,148,66,114.76,0.288,16,0.191,0,5.0,1,H&M,Tops,7574.16,0
CUST_04334,51,F,UK,physical_store,Bronze,2024-05-05,285,19,75.1,0.158,10,0.079,2,9.0,0,Massimo Dutti,Bags,1426.9,0
CUST_04335,58,F,Netherlands,instagram_shop,Bronze,2024-03-19,72,69,10.16,0.138,46,0.274,4,4.0,1,Reserved,Bags,701.04,0
CUST_04336,46,F,Italy,mobile_app,Bronze,2025-03-27,217,44,30.68,0.249,55,0.089,6,2.0,1,Stradivarius,Bottoms,1349.92,1
CUST_04337,26,M,Germany,ecommerce,Platinum,2023-06-21,209,13,24.96,0.403,47,0.293,3,0.0,0,Bershka,Bags,324.48,0
CUST_04338,30,M,Spain,instagram_shop,Bronze,2023-11-21,321,22,94.98,0.06,40,0.092,7,6.0,0,Massimo Dutti,Bags,2089.56,1
CUST_04339,23,M,Netherlands,email_campaign,Bronze,2025-01-31,294,7,37.59,0.212,15,0.263,4,8.0,1,Reserved,Underwear,263.13,1
CUST_04340,23,F,USA,ecommerce,Silver,2023-12-01,124,2,83.7,0.372,24,0.541,6,1.0,1,H&M,Footwear,167.4,0
CUST_04341,37,F,Brazil,physical_store,Bronze,2024-03-06,350,62,62.64,0.494,29,0.005,0,1.0,0,Bershka,Tops,3883.68,1
CUST_04342,20,M,Portugal,email_campaign,Silver,2024-03-21,156,78,21.43,0.191,11,0.404,1,5.0,1,Stradivarius,Bottoms,1671.54,0
CUST_04343,34,F,France,ecommerce,Gold,2024-01-08,33,5,110.62,0.114,40,0.374,2,0.0,1,Reserved,Dresses,553.1,1
CUST_04344,29,F,Netherlands,email_campaign,Silver,2024-09-12,269,20,138.62,0.135,46,0.064,7,5.0,1,Mango,Sportswear,2772.4,0
CUST_04345,64,M,Brazil,physical_store,Silver,2023-09-27,216,54,115.24,0.168,48,0.163,2,7.0,0,Stradivarius,Footwear,6222.96,0
CUST_04346,62,M,UK,instagram_shop,Silver,2025-04-04,101,76,64.93,0.07,25,0.148,3,0.0,1,Pull&Bear,Sportswear,4934.68,0
CUST_04347,18,F,Netherlands,email_campaign,Silver,2025-07-13,180,63,50.66,0.102,25,0.424,1,7.0,1,Pull&Bear,Dresses,3191.58,0
CUST_04348,34,M,USA,instagram_shop,Bronze,2024-12-25,127,36,33.48,0.491,11,0.167,2,4.0,1,H&M,Dresses,1205.28,0
CUST_04349,20,F,Netherlands,physical_store,Bronze,2025-09-15,333,16,150.31,0.342,41,0.237,2,2.0,0,Mango,Jewelry,2404.96,1
CUST_04350,43,NB,Germany,physical_store,Bronze,2024-10-02,169,57,199.27,0.673,56,0.249,2,8.0,0,Uniqlo,Bottoms,11358.39,0
CUST_04351,32,F,UK,email_campaign,Silver,2024-12-11,305,64,32.23,0.256,30,0.34,3,10.0,0,Mango,Bottoms,2062.72,0
CUST_04352,53,F,Spain,email_campaign,Silver,2023-11-04,135,10,22.85,0.314,25,0.067,0,1.0,1,Mango,Footwear,228.5,0
CUST_04353,49,M,Poland,physical_store,Bronze,2024-02-17,292,51,23.71,0.083,37,0.107,3,5.0,1,Mango,Jewelry,1209.21,0
CUST_04354,49,F,Portugal,email_campaign,Silver,2025-03-02,93,27,25.27,0.385,58,0.129,5,1.0,0,Stradivarius,Bags,682.29,0
CUST_04355,21,M,Spain,email_campaign,Bronze,2025-06-13,221,7,71.05,0.554,27,0.151,3,5.0,0,H&M,Accessories,497.35,0
CUST_04356,35,M,France,email_campaign,Bronze,2025-06-05,155,41,19.04,0.134,5,0.228,4,4.0,0,H&M,Bottoms,780.64,0
CUST_04357,36,M,Netherlands,loyalty_program,Bronze,2023-08-13,280,76,34.88,0.269,0,0.136,6,10.0,1,Pull&Bear,Dresses,2650.88,1
CUST_04358,60,NB,Italy,email_campaign,Silver,2026-03-19,199,13,35.67,0.116,1,0.065,2,4.0,1,Mango,Bags,463.71,1
CUST_04359,52,F,Netherlands,ecommerce,Silver,2025-04-11,337,66,62.74,0.115,26,0.041,5,5.0,0,Zara,Bottoms,4140.84,1
CUST_04360,57,M,UK,physical_store,Bronze,2023-11-26,241,3,46.33,0.466,41,0.083,0,6.0,1,Mango,Bags,138.99,0
CUST_04361,31,F,Germany,physical_store,Silver,2023-06-19,98,11,78.12,0.175,7,0.131,6,10.0,1,Stradivarius,Dresses,859.32,0
CUST_04362,50,F,Netherlands,mobile_app,Bronze,2025-07-06,250,5,49.77,0.102,49,0.074,6,10.0,0,H&M,Footwear,248.85,1
CUST_04363,31,M,France,instagram_shop,Gold,2023-05-15,105,60,64.1,0.141,9,0.001,4,7.0,0,COS,Bottoms,3846.0,0
CUST_04364,51,F,USA,mobile_app,Bronze,2024-06-30,261,2,256.2,0.314,8,0.186,2,9.0,0,COS,Underwear,512.4,0
CUST_04365,21,F,Netherlands,email_campaign,Gold,2023-07-16,129,77,60.9,0.114,51,0.095,5,4.0,0,Zara,Bottoms,4689.3,0
CUST_04366,41,F,Spain,email_campaign,Silver,2024-08-01,327,64,67.69,0.255,10,0.18,2,6.0,0,Mango,Jewelry,4332.16,0
CUST_04367,46,M,Poland,ecommerce,Silver,2024-11-10,259,13,378.99,0.222,3,0.078,3,2.0,1,Bershka,Dresses,4926.87,1
CUST_04368,36,NB,Italy,ecommerce,Silver,2025-12-31,292,54,48.42,0.421,29,0.017,1,8.0,0,Reserved,Bags,2614.68,1
CUST_04369,23,F,France,ecommerce,Bronze,2024-01-13,140,12,176.73,0.519,59,0.057,4,9.0,1,COS,Tops,2120.76,1
CUST_04370,50,F,France,ecommerce,Silver,2025-09-17,15,18,145.98,0.037,36,0.073,5,8.0,0,H&M,Bottoms,2627.64,0
CUST_04371,57,M,UK,ecommerce,Bronze,2025-05-08,184,18,25.78,0.191,38,0.232,6,2.0,0,Reserved,Jewelry,464.04,1
CUST_04372,36,F,France,ecommerce,Bronze,2025-12-06,16,17,61.48,0.192,26,0.017,3,2.0,1,Bershka,Sportswear,1045.16,0
CUST_04373,18,F,Italy,ecommerce,Silver,2025-01-21,221,39,91.1,0.139,16,0.167,5,9.0,1,COS,Dresses,3552.9,0
CUST_04374,22,F,Spain,ecommerce,Bronze,2024-11-03,63,13,115.93,0.156,8,0.12,4,1.0,1,Stradivarius,Sportswear,1507.09,0
CUST_04375,44,F,Poland,loyalty_program,Bronze,2023-08-06,241,45,29.04,0.377,46,0.125,2,9.0,0,Stradivarius,Dresses,1306.8,1
CUST_04376,33,F,Brazil,ecommerce,Gold,2025-09-22,279,19,28.97,0.46,5,0.296,3,1.0,0,Mango,Tops,550.43,0
CUST_04377,23,M,Netherlands,physical_store,Gold,2023-09-29,333,19,111.26,0.07,28,0.442,0,4.0,0,Zara,Underwear,2113.94,0
CUST_04378,57,F,France,ecommerce,Silver,2024-05-22,257,21,24.31,0.4,4,0.317,7,0.0,1,H&M,Underwear,510.51,1
CUST_04379,30,M,USA,instagram_shop,Gold,2024-10-22,185,24,42.1,0.468,44,0.206,5,4.0,0,COS,Underwear,1010.4,1
CUST_04380,52,M,Germany,ecommerce,Platinum,2024-03-29,76,30,17.45,0.203,52,0.192,5,0.0,1,Uniqlo,Outerwear,523.5,0
CUST_04381,36,M,USA,loyalty_program,Silver,2024-03-31,27,48,28.09,0.456,48,0.235,2,2.0,1,Zara,Jewelry,1348.32,0
CUST_04382,29,F,Spain,email_campaign,Gold,2024-10-27,25,35,44.91,0.047,0,0.124,5,8.0,0,Reserved,Jewelry,1571.85,0
CUST_04383,33,F,Brazil,loyalty_program,Bronze,2024-05-03,342,59,48.81,0.165,54,0.194,4,6.0,0,Bershka,Accessories,2879.79,1
CUST_04384,60,F,UK,loyalty_program,Silver,2026-02-26,62,17,61.21,0.278,17,0.042,0,9.0,1,Uniqlo,Bottoms,1040.57,0
CUST_04385,27,M,Spain,email_campaign,Bronze,2023-12-16,146,48,49.14,0.631,13,0.415,4,8.0,0,Mango,Dresses,2358.72,1
CUST_04386,42,F,USA,ecommerce,Gold,2025-08-02,233,55,112.87,0.67,11,0.051,2,9.0,1,H&M,Bottoms,6207.85,1
CUST_04387,37,F,Italy,ecommerce,Gold,2024-04-18,349,9,147.88,0.249,3,0.247,7,7.0,1,Zara,Footwear,1330.92,0
CUST_04388,48,F,Netherlands,email_campaign,Bronze,2025-02-24,286,77,31.24,0.224,7,0.19,0,0.0,0,Pull&Bear,Bags,2405.48,1
CUST_04389,21,F,Spain,instagram_shop,Silver,2025-04-15,84,14,14.31,0.361,5,0.051,6,10.0,0,Uniqlo,Jewelry,200.34,0
CUST_04390,61,F,Portugal,mobile_app,Gold,2024-09-02,175,26,76.34,0.091,59,0.057,7,9.0,1,Uniqlo,Footwear,1984.84,0
CUST_04391,40,F,Netherlands,physical_store,Gold,2024-04-10,170,52,123.61,0.311,19,0.116,5,0.0,1,COS,Jewelry,6427.72,0
CUST_04392,19,F,Portugal,email_campaign,Bronze,2024-06-11,290,44,29.34,0.237,22,0.118,2,1.0,0,Stradivarius,Outerwear,1290.96,1
CUST_04393,39,F,France,ecommerce,Gold,2023-05-28,4,11,42.72,0.492,54,0.416,2,8.0,0,Massimo Dutti,Bags,469.92,0
CUST_04394,54,F,Germany,physical_store,Bronze,2023-07-14,287,51,118.6,0.542,16,0.33,3,9.0,0,Massimo Dutti,Jewelry,6048.6,0
CUST_04395,25,M,Spain,ecommerce,Silver,2023-10-05,307,42,132.54,0.164,0,0.101,2,6.0,0,Bershka,Accessories,5566.68,1
CUST_04396,24,F,Netherlands,mobile_app,Bronze,2025-10-29,50,62,79.49,0.357,52,0.204,1,7.0,0,Uniqlo,Sportswear,4928.38,0
CUST_04397,31,F,UK,mobile_app,Bronze,2024-02-17,270,35,56.26,0.281,38,0.037,0,2.0,0,Reserved,Accessories,1969.1,0
CUST_04398,20,F,Portugal,email_campaign,Bronze,2024-08-29,8,64,37.04,0.558,37,0.164,2,4.0,1,Reserved,Outerwear,2370.56,0
CUST_04399,33,F,Poland,physical_store,Bronze,2023-09-01,357,18,65.23,0.125,48,0.171,6,7.0,1,Stradivarius,Tops,1174.14,1
CUST_04400,36,M,USA,loyalty_program,Silver,2025-06-15,69,14,58.51,0.249,54,0.18,1,2.0,1,Reserved,Sportswear,819.14,0
CUST_04401,35,F,Netherlands,physical_store,Bronze,2025-04-29,139,49,92.84,0.117,48,0.2,0,8.0,1,COS,Bottoms,4549.16,0
CUST_04402,33,M,Germany,loyalty_program,Gold,2024-05-17,248,69,75.41,0.308,13,0.302,2,1.0,0,COS,Bottoms,5203.29,0
CUST_04403,25,M,Spain,mobile_app,Platinum,2023-11-26,29,17,18.07,0.355,1,0.178,6,3.0,0,Bershka,Tops,307.19,0
CUST_04404,50,M,Netherlands,ecommerce,Gold,2023-12-31,183,21,48.72,0.138,15,0.315,3,4.0,0,Massimo Dutti,Outerwear,1023.12,0
CUST_04405,29,F,Spain,loyalty_program,Bronze,2025-11-12,213,14,155.24,0.336,58,0.158,6,4.0,1,Pull&Bear,Underwear,2173.36,1
CUST_04406,28,F,Italy,loyalty_program,Silver,2025-10-27,320,3,8.0,0.212,44,0.227,0,4.0,0,Bershka,Underwear,24.0,0
CUST_04407,22,M,Portugal,email_campaign,Bronze,2025-05-11,305,31,18.6,0.014,47,0.07,2,6.0,0,H&M,Tops,576.6,0
CUST_04408,44,F,Netherlands,instagram_shop,Bronze,2024-05-04,19,47,24.45,0.073,44,0.023,5,2.0,1,Stradivarius,Outerwear,1149.15,0
CUST_04409,29,M,Netherlands,mobile_app,Gold,2024-12-26,226,44,92.8,0.058,25,0.23,6,3.0,1,Pull&Bear,Footwear,4083.2,1
CUST_04410,34,M,Germany,loyalty_program,Bronze,2024-07-04,230,17,36.62,0.139,10,0.011,0,9.0,1,H&M,Bottoms,622.54,0
CUST_04411,23,M,Germany,mobile_app,Gold,2024-06-28,339,56,59.94,0.498,54,0.109,3,1.0,1,H&M,Jewelry,3356.64,1
CUST_04412,50,F,USA,email_campaign,Bronze,2024-08-19,96,27,81.07,0.092,32,0.179,0,9.0,1,Uniqlo,Accessories,2188.89,0
CUST_04413,22,M,UK,ecommerce,Bronze,2024-10-07,115,71,80.66,0.168,12,0.114,5,1.0,1,Bershka,Accessories,5726.86,0
CUST_04414,45,M,Spain,physical_store,Bronze,2024-01-19,359,69,32.16,0.341,26,0.104,1,9.0,1,Zara,Outerwear,2219.04,1
CUST_04415,31,M,Brazil,mobile_app,Gold,2024-09-29,180,2,42.42,0.258,11,0.219,4,1.0,0,Bershka,Bags,84.84,0
CUST_04416,22,F,USA,email_campaign,Bronze,2023-10-09,78,62,46.56,0.527,36,0.004,3,10.0,1,Uniqlo,Sportswear,2886.72,0
CUST_04417,50,F,Germany,email_campaign,Bronze,2024-03-25,327,75,205.27,0.293,46,0.11,0,8.0,1,H&M,Footwear,15395.25,0
CUST_04418,58,F,Brazil,email_campaign,Silver,2023-09-28,276,6,46.06,0.582,2,0.421,0,9.0,1,Bershka,Tops,276.36,1
CUST_04419,36,F,France,physical_store,Platinum,2023-12-12,352,65,89.43,0.089,3,0.18,6,10.0,0,COS,Outerwear,5812.95,0
CUST_04420,39,F,Brazil,mobile_app,Silver,2025-04-30,182,18,96.8,0.036,14,0.338,1,10.0,1,Zara,Sportswear,1742.4,1
CUST_04421,22,M,Portugal,loyalty_program,Bronze,2025-03-27,95,55,131.16,0.182,27,0.277,6,5.0,0,COS,Outerwear,7213.8,0
CUST_04422,19,F,Netherlands,email_campaign,Bronze,2026-02-19,86,67,110.58,0.426,46,0.156,0,2.0,0,Reserved,Outerwear,7408.86,0
CUST_04423,47,M,Germany,physical_store,Gold,2025-07-25,95,57,57.12,0.185,13,0.062,5,9.0,1,Reserved,Sportswear,3255.84,0
CUST_04424,64,F,Netherlands,ecommerce,Silver,2024-12-13,335,19,81.06,0.315,23,0.36,0,0.0,0,Reserved,Outerwear,1540.14,0
CUST_04425,56,F,USA,instagram_shop,Gold,2024-11-08,145,74,400.55,0.081,40,0.164,5,0.0,0,Uniqlo,Sportswear,29640.7,0
CUST_04426,21,F,Italy,mobile_app,Silver,2025-10-26,248,11,30.24,0.313,5,0.042,5,0.0,0,Zara,Bottoms,332.64,1
CUST_04427,50,F,Germany,physical_store,Bronze,2025-01-31,181,55,36.46,0.158,10,0.208,1,1.0,0,Bershka,Outerwear,2005.3,1
CUST_04428,30,M,Germany,instagram_shop,Bronze,2025-05-01,293,37,21.76,0.123,28,0.097,7,9.0,1,Stradivarius,Tops,805.12,1
CUST_04429,37,F,Poland,instagram_shop,Silver,2024-01-15,19,4,63.4,0.044,15,0.132,7,5.0,1,Zara,Accessories,253.6,0
CUST_04430,24,F,Netherlands,physical_store,Bronze,2025-09-09,138,13,37.69,0.376,12,0.085,2,10.0,0,Uniqlo,Bags,489.97,0
CUST_04431,32,F,Germany,loyalty_program,Platinum,2025-09-24,44,70,23.38,0.658,10,0.177,6,9.0,1,Uniqlo,Tops,1636.6,0
CUST_04432,40,M,Italy,loyalty_program,Bronze,2025-11-28,226,58,54.93,0.37,33,0.274,4,8.0,0,Uniqlo,Accessories,3185.94,0
CUST_04433,31,F,Italy,physical_store,Silver,2023-08-12,345,2,18.28,0.072,17,0.052,1,0.0,0,COS,Sportswear,36.56,1
CUST_04434,40,F,Portugal,physical_store,Bronze,2025-12-18,37,60,149.32,0.152,56,0.081,1,9.0,1,H&M,Footwear,8959.2,0
CUST_04435,36,F,Spain,email_campaign,Bronze,2026-02-13,314,32,125.52,0.233,40,0.255,1,9.0,0,Bershka,Accessories,4016.64,0
CUST_04436,46,F,Germany,ecommerce,Silver,2024-01-15,220,63,224.21,0.266,46,0.048,2,3.0,1,Reserved,Sportswear,14125.23,1
CUST_04437,37,F,Italy,loyalty_program,Silver,2025-10-19,128,60,456.7,0.703,45,0.125,4,4.0,1,Zara,Dresses,27402.0,0
CUST_04438,46,M,Italy,email_campaign,Bronze,2025-09-07,143,26,14.84,0.026,9,0.204,4,9.0,1,Pull&Bear,Jewelry,385.84,1
CUST_04439,41,F,Portugal,instagram_shop,Bronze,2024-10-17,183,22,48.0,0.108,38,0.091,0,5.0,0,Massimo Dutti,Outerwear,1056.0,0
CUST_04440,35,F,Poland,instagram_shop,Silver,2025-05-24,43,74,153.53,0.366,35,0.473,1,9.0,1,Bershka,Bags,11361.22,0
CUST_04441,27,F,Spain,instagram_shop,Gold,2025-10-17,210,4,150.74,0.144,29,0.128,6,0.0,0,Stradivarius,Accessories,602.96,1
CUST_04442,58,F,UK,physical_store,Bronze,2024-01-30,48,16,108.62,0.207,14,0.031,2,2.0,0,Pull&Bear,Tops,1737.92,0
CUST_04443,25,F,Germany,mobile_app,Silver,2024-07-13,312,63,23.63,0.435,51,0.103,5,9.0,1,Reserved,Bags,1488.69,0
CUST_04444,43,NB,UK,email_campaign,Bronze,2024-12-24,220,42,68.32,0.162,17,0.34,7,1.0,1,Stradivarius,Bags,2869.44,1
CUST_04445,46,M,UK,mobile_app,Silver,2024-11-17,196,33,127.43,0.28,28,0.189,2,3.0,0,H&M,Footwear,4205.19,1
CUST_04446,27,M,USA,ecommerce,Silver,2024-09-03,172,13,41.44,0.152,57,0.172,6,4.0,1,Pull&Bear,Bottoms,538.72,0
CUST_04447,34,M,Poland,ecommerce,Bronze,2023-10-13,237,46,29.66,0.077,28,0.067,6,7.0,1,Bershka,Bags,1364.36,1
CUST_04448,19,F,USA,email_campaign,Silver,2025-07-23,175,13,43.8,0.215,21,0.219,2,8.0,0,Massimo Dutti,Bags,569.4,0
CUST_04449,23,F,Netherlands,instagram_shop,Bronze,2025-07-13,32,33,34.7,0.283,54,0.142,7,6.0,1,Pull&Bear,Accessories,1145.1,0
CUST_04450,22,F,Brazil,loyalty_program,Bronze,2025-04-23,224,14,67.88,0.19,22,0.244,1,5.0,0,Uniqlo,Tops,950.32,1
CUST_04451,45,F,Portugal,ecommerce,Silver,2026-02-08,54,8,17.31,0.536,28,0.15,3,8.0,0,Stradivarius,Tops,138.48,0
CUST_04452,58,F,Italy,mobile_app,Bronze,2026-01-26,186,46,203.02,0.101,43,0.037,3,10.0,1,Stradivarius,Dresses,9338.92,1
CUST_04453,22,F,Italy,mobile_app,Silver,2024-04-07,234,1,34.78,0.167,5,0.22,7,7.0,1,Pull&Bear,Jewelry,34.78,1
CUST_04454,35,M,Spain,loyalty_program,Bronze,2024-06-10,317,59,24.27,0.114,59,0.161,6,6.0,1,Reserved,Outerwear,1431.93,0
CUST_04455,43,M,Poland,physical_store,Gold,2023-08-06,231,60,39.58,0.054,37,0.081,5,6.0,1,Uniqlo,Outerwear,2374.8,0
CUST_04456,37,M,Italy,instagram_shop,Bronze,2023-08-25,110,49,67.76,0.033,43,0.057,1,8.0,0,Bershka,Tops,3320.24,0
CUST_04457,58,M,USA,physical_store,Bronze,2024-09-27,100,61,15.72,0.404,52,0.34,5,0.0,0,Uniqlo,Jewelry,958.92,0
CUST_04458,44,F,Brazil,email_campaign,Silver,2023-10-09,200,23,34.52,0.472,23,0.13,0,6.0,0,Bershka,Bottoms,793.96,1
CUST_04459,29,F,USA,ecommerce,Bronze,2025-07-05,211,5,51.92,0.327,4,0.138,5,5.0,0,Uniqlo,Jewelry,259.6,1
CUST_04460,24,M,UK,loyalty_program,Platinum,2025-04-10,221,50,31.84,0.116,40,0.1,6,1.0,0,Mango,Jewelry,1592.0,1
CUST_04461,20,F,Netherlands,loyalty_program,Silver,2023-09-15,325,36,25.3,0.301,22,0.219,6,6.0,0,Massimo Dutti,Bags,910.8,1
CUST_04462,27,F,Italy,loyalty_program,Bronze,2023-10-30,150,20,116.51,0.181,33,0.171,0,1.0,1,Mango,Outerwear,2330.2,0
CUST_04463,51,F,UK,physical_store,Gold,2024-07-12,163,43,114.58,0.626,11,0.303,5,1.0,1,Uniqlo,Tops,4926.94,0
CUST_04464,42,F,Italy,physical_store,Bronze,2024-04-26,143,8,113.17,0.174,10,0.125,0,8.0,1,Mango,Outerwear,905.36,0
CUST_04465,52,F,Germany,email_campaign,Bronze,2023-07-26,258,41,85.89,0.062,2,0.288,2,2.0,1,Massimo Dutti,Bags,3521.49,0
CUST_04466,33,F,France,mobile_app,Bronze,2024-12-28,245,25,21.09,0.258,23,0.172,2,8.0,0,H&M,Sportswear,527.25,0
CUST_04467,19,F,Portugal,mobile_app,Gold,2025-10-06,150,7,53.58,0.187,28,0.479,4,5.0,0,Reserved,Tops,375.06,1
CUST_04468,41,M,Portugal,email_campaign,Silver,2023-10-16,112,61,161.39,0.559,40,0.041,2,10.0,0,Zara,Footwear,9844.79,0
CUST_04469,27,F,Italy,loyalty_program,Silver,2024-07-16,99,33,20.71,0.406,30,0.037,2,3.0,0,Bershka,Tops,683.43,0
CUST_04470,55,F,Brazil,mobile_app,Silver,2024-03-19,103,69,24.81,0.255,7,0.19,2,10.0,0,Reserved,Bags,1711.89,0
CUST_04471,39,F,Poland,email_campaign,Silver,2023-12-15,211,38,67.75,0.318,1,0.294,0,6.0,1,Zara,Underwear,2574.5,0
CUST_04472,43,F,Spain,mobile_app,Silver,2024-10-22,12,12,100.32,0.337,28,0.337,3,6.0,1,COS,Outerwear,1203.84,0
CUST_04473,60,M,Brazil,email_campaign,Bronze,2025-05-24,226,44,94.15,0.117,57,0.212,0,3.0,0,Pull&Bear,Dresses,4142.6,1
CUST_04474,56,M,Poland,mobile_app,Bronze,2024-07-25,301,53,70.61,0.186,36,0.244,4,2.0,0,Pull&Bear,Bottoms,3742.33,0
CUST_04475,44,M,Brazil,loyalty_program,Bronze,2026-03-17,148,14,24.47,0.05,15,0.014,1,3.0,1,Mango,Accessories,342.58,0
CUST_04476,46,F,Germany,physical_store,Gold,2026-04-07,179,71,80.82,0.639,59,0.159,1,5.0,1,COS,Bags,5738.22,0
CUST_04477,64,F,Brazil,physical_store,Silver,2025-07-02,7,52,33.27,0.138,40,0.191,4,6.0,0,COS,Bottoms,1730.04,0
CUST_04478,55,F,Spain,loyalty_program,Silver,2024-05-03,152,52,71.72,0.42,7,0.16,2,3.0,1,Pull&Bear,Jewelry,3729.44,0
CUST_04479,37,F,Portugal,mobile_app,Bronze,2024-08-28,323,46,49.52,0.368,35,0.187,0,7.0,0,Uniqlo,Accessories,2277.92,0
CUST_04480,44,F,Brazil,loyalty_program,Bronze,2023-08-21,70,41,42.44,0.616,13,0.097,6,3.0,0,Mango,Dresses,1740.04,0
CUST_04481,58,F,USA,email_campaign,Gold,2026-03-21,353,2,352.22,0.223,11,0.215,6,9.0,1,Uniqlo,Bottoms,704.44,0
CUST_04482,37,F,Poland,physical_store,Bronze,2023-07-05,53,49,21.16,0.294,54,0.081,5,5.0,0,Massimo Dutti,Jewelry,1036.84,0
CUST_04483,61,M,Netherlands,ecommerce,Silver,2023-08-04,162,78,30.27,0.404,26,0.288,7,4.0,1,COS,Bottoms,2361.06,1
CUST_04484,36,F,Poland,mobile_app,Bronze,2024-08-02,93,28,128.37,0.339,18,0.05,3,0.0,0,Massimo Dutti,Dresses,3594.36,0
CUST_04485,37,M,Portugal,ecommerce,Silver,2026-03-20,151,32,219.99,0.271,50,0.126,4,6.0,0,Stradivarius,Underwear,7039.68,1
CUST_04486,52,F,Brazil,ecommerce,Silver,2023-11-08,58,76,93.26,0.555,50,0.191,5,2.0,1,Uniqlo,Sportswear,7087.76,0
CUST_04487,64,F,USA,instagram_shop,Silver,2024-08-16,196,77,45.51,0.105,53,0.183,7,8.0,1,Zara,Bottoms,3504.27,0
CUST_04488,19,NB,Brazil,ecommerce,Bronze,2024-12-20,325,22,29.01,0.175,12,0.084,7,9.0,0,COS,Footwear,638.22,1
CUST_04489,47,NB,Brazil,ecommerce,Silver,2026-03-24,208,42,108.85,0.411,28,0.049,0,5.0,1,Reserved,Footwear,4571.7,0
CUST_04490,51,F,Italy,loyalty_program,Bronze,2024-03-03,303,29,54.25,0.301,56,0.421,0,4.0,1,Pull&Bear,Underwear,1573.25,0
CUST_04491,39,F,Germany,instagram_shop,Platinum,2025-03-17,299,79,35.96,0.121,50,0.081,5,5.0,1,Bershka,Dresses,2840.84,1
CUST_04492,20,F,Spain,instagram_shop,Silver,2023-12-16,62,68,128.52,0.617,2,0.021,0,6.0,1,Reserved,Bags,8739.36,0
