age,gender_enc,loyalty_tier_enc,preferred_channel_enc,country_enc,age_group_enc,last_purchase_days_ago,total_purchases,avg_order_value,total_revenue,email_open_rate,app_sessions_30d,returns_rate,support_tickets_12m,nps_score,omnichannel_flag,recency_score,frequency_score,monetary_score,revenue_per_purchase,engagement_index,risk_index,channel_diversity,discount_sensitivity,brand_loyalty_index,customer_id,churned
56,1,0,0,9,2.0,149,60,40.12,2407.2,0.581,49,0.084,5,3.0,1,0.006666666666666667,4.110873864173311,7.786634859458118,39.46229508196721,0.8009666666666666,2,2.0,0.38,0.3333333333333333,CUST_03497,1
51,1,0,0,3,2.0,30,19,152.52,2897.88,0.43,23,0.354,5,0.0,1,0.03225806451612903,2.995732273553991,7.972079734480923,144.894,0.5823333333333334,3,4.0,0.298,0.25,CUST_03498,0
45,1,0,0,1,2.0,123,42,104.21,4376.82,0.297,35,0.027,4,0.0,0,0.008064516129032258,3.7612001156935624,8.384306162573347,101.78651162790698,0.32243333333333335,2,2.0,0.125,0.16666666666666666,CUST_03499,0
54,0,2,2,8,2.0,237,23,22.84,525.32,0.553,57,0.307,6,0.0,1,0.004201680672268907,3.1780538303479458,6.2659093927777425,21.888333333333335,0.8459000000000001,6,4.0,0.13599999999999998,0.2,CUST_03500,0
24,0,0,0,1,0.0,280,77,28.76,2214.52,0.278,52,0.349,6,8.0,0,0.0035587188612099642,4.356708826689592,7.703242417906404,28.39128205128205,0.4300666666666667,6,5.0,0.188,0.2,CUST_03501,1
21,1,3,1,5,0.0,125,17,184.17,3130.89,0.602,16,0.133,2,1.0,1,0.007936507936507936,2.8903717578961645,8.049391935165701,173.93833333333333,0.5872666666666666,0,3.0,0.29000000000000004,0.3333333333333333,CUST_03502,0
54,0,0,4,8,2.0,134,58,12.38,718.04,0.236,31,0.009,0,9.0,1,0.007407407407407408,4.07753744390572,6.577916988996964,12.170169491525423,0.5774666666666667,0,5.0,0.1742857142857143,0.16666666666666666,CUST_03503,0
18,1,0,4,9,0.0,6,49,53.48,2620.52,0.132,51,0.294,1,1.0,0,0.14285714285714285,3.912023005428146,7.871509581203397,52.4104,0.37960000000000005,0,4.0,0.235,0.2,CUST_03504,0
18,1,3,4,9,0.0,197,3,292.94,878.82,0.412,53,0.063,1,9.0,0,0.005050505050505051,1.3862943611198906,6.779717341095433,219.705,0.4769333333333333,3,4.0,0.26,0.25,CUST_03505,0
64,0,3,0,3,3.0,190,77,128.97,9930.69,0.514,59,0.014,4,5.0,0,0.005235602094240838,4.356708826689592,9.20348593389769,127.31653846153847,0.5475333333333333,5,2.0,0.24,0.3333333333333333,CUST_03506,1
37,0,3,4,7,1.0,291,45,124.03,5581.35,0.477,54,0.26,4,0.0,0,0.003424657534246575,3.828641396489095,8.627365113671274,121.33369565217392,0.5031,5,5.0,0.18,0.14285714285714285,CUST_03507,1
36,0,3,3,5,1.0,236,35,21.04,736.4,0.4,43,0.03,6,4.0,0,0.004219409282700422,3.58351893845611,6.603130485800044,20.455555555555556,0.4066666666666667,5,1.0,0.34,0.5,CUST_03508,0
46,0,3,0,0,2.0,79,2,103.16,206.32,0.281,44,0.039,2,8.0,0,0.0125,1.0986122886681096,5.334263493321505,68.77333333333333,0.3776333333333333,2,4.0,0.148,0.16666666666666666,CUST_03509,0
27,0,0,3,1,1.0,35,47,186.23,8752.81,0.045,58,0.176,5,10.0,1,0.027777777777777776,3.8712010109078907,9.077244313151578,182.3502083333333,0.7001666666666667,2,5.0,0.20833333333333334,0.2,CUST_03510,1
35,0,0,1,3,1.0,304,3,42.61,127.83,0.205,11,0.207,0,3.0,1,0.003278688524590164,1.3862943611198906,4.858493705803434,31.9575,0.4348333333333333,3,2.0,0.26,0.3333333333333333,CUST_03511,0
45,0,0,3,3,2.0,361,29,54.73,1587.17,0.185,5,0.232,0,0.0,0,0.0027624309392265192,3.4011973816621555,7.370337688974054,52.90566666666667,0.08883333333333333,3,4.0,0.1975,0.2,CUST_03512,0
52,0,0,1,7,2.0,72,74,122.73,9082.02,0.282,31,0.135,4,8.0,0,0.0136986301369863,4.31748811353631,9.114162015415456,121.09360000000001,0.2912666666666667,2,4.0,0.27199999999999996,0.2,CUST_03513,0
60,2,2,2,9,3.0,43,20,45.94,918.8,0.55,1,0.111,0,7.0,0,0.022727272727272728,3.044522437723423,6.824156255105823,43.75238095238095,0.17166666666666666,0,2.0,0.2025,0.2,CUST_03514,0
64,0,3,2,5,3.0,291,34,16.25,552.5,0.554,58,0.004,2,10.0,0,0.003424657534246575,3.5553480614894135,6.316261752148692,15.785714285714286,0.5528666666666667,3,2.0,0.135,0.3333333333333333,CUST_03515,1
48,1,0,3,8,2.0,133,79,6.16,486.64,0.602,15,0.202,2,7.0,0,0.007462686567164179,4.382026634673881,6.189577428696945,6.083,0.28059999999999996,0,3.0,0.2,0.25,CUST_03516,0
44,1,1,5,5,2.0,287,40,70.28,2811.2,0.015,44,0.135,4,10.0,0,0.003472222222222222,3.713572066704308,7.941722374156716,68.56585365853658,0.29783333333333334,5,3.0,0.146,0.16666666666666666,CUST_03517,1
28,0,1,1,5,1.0,106,65,36.48,2371.2,0.322,54,0.167,1,6.0,1,0.009345794392523364,4.189654742026425,7.771573073595175,35.92727272727272,0.7566,0,1.0,0.15,0.5,CUST_03518,0
55,1,0,0,1,2.0,159,63,6.05,381.15,0.09,59,0.167,2,7.0,1,0.00625,4.1588830833596715,5.945813201688893,5.95546875,0.7203333333333333,0,5.0,0.21166666666666667,0.25,CUST_03519,0
22,0,1,5,8,0.0,357,56,28.83,1614.48,0.205,26,0.032,3,7.0,0,0.002793296089385475,4.04305126783455,7.387387405119829,28.324210526315788,0.23483333333333334,5,3.0,0.2333333333333333,0.3333333333333333,CUST_03520,1
25,1,0,1,4,0.0,8,32,40.0,1280.0,0.044,3,0.062,4,5.0,1,0.1111111111111111,3.4965075614664802,7.155396301896734,38.78787878787879,0.3332,2,5.0,0.11000000000000001,0.2,CUST_03521,0
51,0,1,0,8,2.0,262,66,37.05,2445.3,0.308,27,0.056,3,7.0,1,0.0038022813688212928,4.204692619390966,7.802331957949538,36.497014925373136,0.5724,5,2.0,0.28,0.2,CUST_03522,1
29,0,0,1,3,1.0,343,41,134.83,5528.03,0.306,15,0.042,4,9.0,0,0.0029069767441860465,3.7376696182833684,8.617767672259186,131.6197619047619,0.1918,5,4.0,0.19333333333333333,0.16666666666666666,CUST_03523,1
55,0,3,1,7,2.0,80,29,92.44,2680.76,0.279,22,0.304,6,3.0,1,0.012345679012345678,3.4011973816621555,7.894228574378948,89.35866666666668,0.5303666666666667,3,3.0,0.25,0.25,CUST_03524,0
18,0,0,0,5,0.0,44,51,48.61,2479.11,0.141,46,0.012,2,3.0,0,0.022222222222222223,3.9512437185814275,7.816058193014091,47.67519230769231,0.3489666666666667,0,4.0,0.22800000000000004,0.16666666666666666,CUST_03525,0
48,0,2,1,8,2.0,177,12,19.7,236.4,0.264,44,0.243,5,7.0,0,0.0056179775280898875,2.5649493574615367,5.469746482175568,18.184615384615384,0.3725333333333333,2,3.0,0.2733333333333333,0.3333333333333333,CUST_03526,0
21,0,0,1,3,0.0,64,44,96.06,4226.64,0.166,9,0.286,4,5.0,0,0.015384615384615385,3.8066624897703196,8.349399196723509,93.92533333333334,0.10980000000000001,2,1.0,0.12000000000000001,0.3333333333333333,CUST_03527,0
62,0,0,1,6,3.0,288,10,176.92,1769.2,0.539,17,0.113,2,1.0,0,0.0034602076124567475,2.3978952727983707,7.4788478135347765,160.83636363636364,0.27503333333333335,3,4.0,0.19999999999999998,0.25,CUST_03528,1
22,0,3,2,9,0.0,309,74,218.19,16146.06,0.067,34,0.344,6,6.0,1,0.0032258064516129032,4.31748811353631,9.689493268735248,215.2808,0.5467666666666666,6,4.0,0.215,0.2,CUST_03529,1
47,0,3,4,7,2.0,113,9,43.88,394.92,0.168,52,0.066,1,2.0,0,0.008771929824561403,2.302585092994046,5.981212170643631,39.492000000000004,0.3970666666666667,0,1.0,0.23,0.3333333333333333,CUST_03530,0
41,0,3,1,2,1.0,319,29,87.68,2542.72,0.101,3,0.179,0,2.0,1,0.003125,3.4011973816621555,7.841382855509567,84.75733333333332,0.3503,3,2.0,0.13333333333333333,0.25,CUST_03531,1
20,0,3,0,0,0.0,208,29,32.58,944.82,0.238,20,0.239,6,8.0,1,0.004784688995215311,3.4011973816621555,6.852052276105886,31.494000000000003,0.5047333333333333,5,3.0,0.2733333333333334,0.25,CUST_03532,1
28,0,1,3,3,1.0,226,61,28.22,1721.42,0.13,57,0.191,4,0.0,0,0.004405286343612335,4.127134385045092,7.451485557687336,27.76483870967742,0.419,5,4.0,0.24833333333333332,0.16666666666666666,CUST_03533,0
62,1,0,1,5,3.0,333,64,97.35,6230.4,0.242,58,0.332,7,2.0,1,0.0029940119760479044,4.174387269895637,8.737356305637068,95.85230769230769,0.7592666666666668,6,2.0,0.175,0.2,CUST_03534,1
21,0,0,2,7,0.0,278,3,20.06,60.18,0.103,25,0.153,0,5.0,1,0.0035842293906810036,1.3862943611198906,4.113820338722757,15.045,0.49756666666666666,3,3.0,0.1825,0.2,CUST_03535,0
43,1,0,2,9,2.0,287,4,37.05,148.2,0.156,15,0.153,7,2.0,0,0.003472222222222222,1.6094379124341003,5.005287687769661,29.639999999999997,0.1468,5,3.0,0.156,0.2,CUST_03536,1
44,0,2,3,8,2.0,280,55,136.79,7523.45,0.099,35,0.376,0,3.0,0,0.0035587188612099642,4.02535169073515,8.925912997244897,134.34732142857143,0.26303333333333334,4,3.0,0.26,0.3333333333333333,CUST_03537,1
63,1,0,1,6,3.0,3,14,36.57,511.98,0.309,18,0.126,4,4.0,1,0.25,2.70805020110221,6.240236858056006,34.132,0.5126999999999999,2,3.0,0.22749999999999998,0.2,CUST_03538,0
60,0,0,5,2,3.0,33,77,23.89,1839.53,0.276,20,0.039,1,2.0,0,0.029411764705882353,4.356708826689592,7.517808852604734,23.583717948717947,0.21613333333333334,0,4.0,0.22,0.16666666666666666,CUST_03539,0
44,0,3,3,9,2.0,307,28,269.05,7533.4,0.121,34,0.433,3,6.0,1,0.003246753246753247,3.367295829986474,8.92723447948929,259.77241379310345,0.5629666666666666,6,2.0,0.125,0.3333333333333333,CUST_03540,0
59,0,0,4,6,3.0,214,63,85.75,5402.25,0.235,38,0.256,3,7.0,0,0.004651162790697674,4.1588830833596715,8.594755903364028,84.41015625,0.32383333333333336,5,3.0,0.295,0.25,CUST_03541,0
23,0,0,0,0,0.0,30,39,14.71,573.69,0.398,52,0.127,4,10.0,1,0.03225806451612903,3.6888794541139363,6.353830764979499,14.342250000000002,0.7660666666666667,2,3.0,0.16666666666666666,0.25,CUST_03542,0
32,0,3,0,7,1.0,25,64,71.41,4570.24,0.44,36,0.054,4,2.0,1,0.038461538461538464,4.174387269895637,8.427539781875746,70.31138461538461,0.6719999999999999,2,1.0,0.22,0.5,CUST_03543,0
47,0,0,0,4,2.0,28,60,49.57,2974.2,0.485,56,0.08,4,10.0,1,0.034482758620689655,4.110873864173311,7.99806654261086,48.75737704918033,0.8188333333333333,2,4.0,0.17500000000000002,0.16666666666666666,CUST_03544,1
59,2,3,0,1,3.0,97,20,104.47,2089.4,0.137,20,0.057,7,9.0,0,0.01020408163265306,3.044522437723423,7.645110714206403,99.4952380952381,0.17443333333333333,2,6.0,0.20166666666666666,0.16666666666666666,CUST_03545,0
54,0,0,2,7,2.0,87,28,81.61,2285.08,0.036,20,0.188,3,2.0,1,0.011363636363636364,3.367295829986474,7.73459383936797,78.79586206896552,0.4441333333333333,2,4.0,0.18833333333333332,0.25,CUST_03546,1
54,0,0,4,2,2.0,26,14,52.7,737.8,0.068,12,0.091,6,3.0,1,0.037037037037037035,2.70805020110221,6.605027248325085,49.18666666666666,0.4004,2,2.0,0.115,0.3333333333333333,CUST_03547,0
59,1,2,1,4,3.0,120,77,67.46,5194.42,0.212,0,0.088,2,0.0,0,0.008264462809917356,4.356708826689592,8.555532747233627,66.5951282051282,0.06359999999999999,0,4.0,0.1757142857142857,0.14285714285714285,CUST_03548,0
54,0,0,1,4,2.0,201,75,70.42,5281.5,0.11,34,0.111,7,9.0,1,0.0049504950495049506,4.330733340286331,8.572154749490212,69.49342105263158,0.5596666666666668,5,1.0,0.0,0.5,CUST_03549,0
52,1,0,5,0,2.0,357,58,75.22,4362.76,0.2,47,0.111,1,5.0,1,0.002793296089385475,4.07753744390572,8.38108935002361,73.94508474576271,0.6733333333333333,3,3.0,0.24666666666666667,0.3333333333333333,CUST_03550,1
40,0,1,1,1,1.0,353,39,40.42,1576.38,0.377,32,0.191,3,5.0,1,0.002824858757062147,3.6888794541139363,7.363520521791333,39.4095,0.6264333333333334,5,4.0,0.29500000000000004,0.25,CUST_03551,0
23,1,0,4,4,0.0,15,58,17.25,1000.5,0.393,37,0.225,4,5.0,1,0.0625,4.07753744390572,6.909254155105873,16.95762711864407,0.6645666666666667,2,2.0,0.05,0.5,CUST_03552,0
21,0,0,1,3,0.0,305,15,45.73,685.95,0.03,49,0.163,0,8.0,1,0.0032679738562091504,2.772588722239781,6.532261509369957,42.871875,0.6356666666666666,3,2.0,0.20333333333333337,0.3333333333333333,CUST_03553,0
35,1,0,2,9,1.0,254,73,37.89,2765.97,0.269,52,0.03,4,7.0,1,0.00392156862745098,4.304065093204169,7.9255081376609295,37.37797297297297,0.7273666666666667,5,1.0,0.32,0.5,CUST_03554,0
26,1,3,3,4,0.0,111,3,52.03,156.09,0.211,8,0.122,6,1.0,0,0.008928571428571428,1.3862943611198906,5.056818889511848,39.0225,0.11663333333333334,2,3.0,0.132,0.2,CUST_03555,0
46,0,0,1,4,2.0,8,5,131.97,659.85,0.181,30,0.409,2,8.0,1,0.1111111111111111,1.791759469228055,6.493526885203816,109.97500000000001,0.5543,1,4.0,0.138,0.2,CUST_03556,1
30,0,3,0,9,1.0,341,42,174.9,7345.8,0.135,21,0.024,0,2.0,1,0.0029239766081871343,3.7612001156935624,8.90202012325438,170.83255813953488,0.4805,3,3.0,0.156,0.16666666666666666,CUST_03557,0
64,0,0,0,8,3.0,128,15,97.02,1455.3,0.197,54,0.019,3,8.0,1,0.007751937984496124,2.772588722239781,7.283654251488534,90.95625,0.7191000000000001,2,1.0,0.17,0.5,CUST_03558,0
34,2,0,3,0,1.0,186,3,104.58,313.74,0.603,56,0.258,7,1.0,0,0.0053475935828877,1.3862943611198906,5.7517469011727185,78.435,0.5542333333333334,5,3.0,0.0875,0.2,CUST_03559,1
62,0,3,0,4,3.0,14,35,50.72,1775.2,0.263,5,0.223,7,5.0,0,0.06666666666666667,3.58351893845611,7.4822315298244035,49.31111111111111,0.11223333333333332,2,4.0,0.1575,0.2,CUST_03560,0
49,0,0,0,4,2.0,230,7,40.09,280.63,0.113,47,0.148,7,5.0,0,0.004329004329004329,2.0794415416798357,5.6405941527004435,35.07875,0.34723333333333334,5,3.0,0.2675,0.25,CUST_03561,0
39,0,0,2,1,1.0,91,24,98.37,2360.88,0.33,58,0.077,1,9.0,0,0.010869565217391304,3.2188758248682006,7.767213191063672,94.43520000000001,0.4856666666666667,0,3.0,0.20333333333333334,0.2,CUST_03562,0
21,0,3,2,6,0.0,4,31,118.89,3685.59,0.246,26,0.102,7,8.0,1,0.2,3.4657359027997265,8.212457190531948,115.1746875,0.5471333333333332,2,3.0,0.165,0.25,CUST_03563,0
22,0,2,2,8,0.0,152,78,117.63,9175.14,0.128,22,0.184,6,1.0,0,0.006535947712418301,4.3694478524670215,9.124361915885494,116.14101265822784,0.18506666666666666,2,2.0,0.29000000000000004,0.3333333333333333,CUST_03564,0
54,2,0,1,5,2.0,219,4,48.74,194.96,0.139,29,0.261,1,9.0,1,0.004545454545454545,1.6094379124341003,5.277910556770374,38.992000000000004,0.5350333333333334,3,4.0,0.11299999999999999,0.1111111111111111,CUST_03565,0
58,0,0,3,8,3.0,76,3,58.36,175.08,0.475,2,0.049,7,1.0,1,0.012987012987012988,1.3862943611198906,5.170938437218206,43.77,0.4558333333333333,2,4.0,0.23249999999999998,0.2,CUST_03566,0
30,1,0,0,9,1.0,284,9,257.32,2315.88,0.207,19,0.077,2,8.0,1,0.0035087719298245615,2.302585092994046,7.747976731981978,231.58800000000002,0.4887666666666667,3,2.0,0.20333333333333334,0.25,CUST_03567,1
51,0,1,5,1,2.0,355,68,7.84,533.12,0.31,50,0.187,5,1.0,1,0.0028089887640449437,4.23410650459726,6.280620532815763,7.726376811594203,0.7263333333333333,5,2.0,0.22200000000000003,0.25,CUST_03568,1
62,0,1,3,0,3.0,216,60,119.64,7178.4,0.387,21,0.231,7,4.0,1,0.004608294930875576,4.110873864173311,8.878971093090872,117.67868852459016,0.5561,5,2.0,0.18,0.3333333333333333,CUST_03569,1
39,0,1,5,7,1.0,159,11,41.58,457.38,0.471,20,0.139,2,2.0,0,0.00625,2.4849066497880004,6.127698534431261,38.115,0.2746333333333333,0,5.0,0.15666666666666668,0.16666666666666666,CUST_03570,0
40,0,0,0,1,1.0,251,79,41.59,3285.61,0.384,14,0.191,7,10.0,0,0.003968253968253968,4.382026634673881,8.097611917400627,41.070125000000004,0.20853333333333335,5,4.0,0.29333333333333333,0.2,CUST_03571,0
20,2,0,4,2,0.0,67,36,43.45,1564.2,0.124,48,0.153,1,4.0,0,0.014705882352941176,3.6109179126442243,7.3557688903362575,42.27567567567568,0.3572000000000001,0,6.0,0.21285714285714286,0.14285714285714285,CUST_03572,0
59,1,0,3,9,3.0,222,72,12.41,893.52,0.489,57,0.056,2,9.0,0,0.004484304932735426,4.290459441148391,6.796287261558517,12.24,0.5267,3,2.0,0.05,0.3333333333333333,CUST_03573,0
51,0,0,1,6,2.0,192,2,46.16,92.32,0.204,41,0.253,0,0.0,0,0.0051813471502590676,1.0986122886681096,4.536034447153229,30.77333333333333,0.33453333333333335,5,6.0,0.20428571428571426,0.2,CUST_03574,1
49,0,3,5,2,2.0,219,50,151.94,7597.0,0.073,54,0.039,4,3.0,0,0.004545454545454545,3.9318256327243257,8.935640333747571,148.9607843137255,0.3819,5,4.0,0.188,0.2,CUST_03575,1
62,0,0,3,2,3.0,17,3,43.16,129.48,0.173,14,0.16,0,4.0,1,0.05555555555555555,1.3862943611198906,4.871219958312758,32.37,0.4452333333333333,0,4.0,0.22142857142857145,0.14285714285714285,CUST_03576,0
38,1,3,3,0,1.0,107,67,48.19,3228.73,0.199,49,0.097,4,1.0,1,0.009259259259259259,4.219507705176107,8.080153821391482,47.48132352941177,0.6863666666666666,2,4.0,0.21333333333333335,0.16666666666666666,CUST_03577,0
63,1,1,2,5,3.0,227,62,26.79,1660.98,0.329,46,0.212,7,0.0,1,0.0043859649122807015,4.143134726391533,7.415764941648644,26.364761904761906,0.7053666666666667,5,3.0,0.124,0.2,CUST_03578,0
61,1,0,4,7,3.0,81,76,55.56,4222.56,0.297,14,0.13,4,9.0,0,0.012195121951219513,4.343805421853684,8.348433653293707,54.838441558441566,0.18243333333333334,2,3.0,0.22200000000000003,0.2,CUST_03579,1
38,0,3,2,4,1.0,267,14,7.05,98.7,0.035,4,0.15,4,1.0,1,0.0037313432835820895,2.70805020110221,4.602165676967792,6.58,0.33716666666666667,5,5.0,0.205,0.16666666666666666,CUST_03580,0
61,0,0,4,3,3.0,166,23,28.95,665.85,0.519,40,0.191,1,6.0,1,0.005988023952095809,3.1780538303479458,6.502565133068403,27.743750000000002,0.7223666666666666,0,4.0,0.132,0.25,CUST_03581,0
28,0,0,4,4,1.0,357,77,74.41,5729.57,0.468,19,0.268,2,0.0,1,0.002793296089385475,4.356708826689592,8.653570281201123,73.45602564102563,0.5670666666666666,3,3.0,0.164,0.25,CUST_03582,1
56,0,0,1,2,2.0,234,16,18.89,302.24,0.124,21,0.032,6,7.0,1,0.00425531914893617,2.833213344056216,5.714524571188103,17.778823529411767,0.47719999999999996,5,3.0,0.02666666666666667,0.25,CUST_03583,0
21,0,0,3,8,0.0,162,18,20.28,365.04,0.566,51,0.081,2,9.0,0,0.006134969325153374,2.9444389791664403,5.902742617047178,19.21263157894737,0.5098,0,4.0,0.265,0.14285714285714285,CUST_03584,0
18,0,0,2,3,0.0,175,13,37.58,488.54,0.245,58,0.122,7,8.0,1,0.005681818181818182,2.639057329615259,6.193466174668764,34.895714285714284,0.7601666666666667,2,3.0,0.238,0.25,CUST_03585,0
45,0,3,2,0,2.0,160,56,81.3,4552.8,0.419,54,0.34,5,5.0,1,0.006211180124223602,4.04305126783455,8.423717328224065,79.87368421052632,0.7857000000000001,3,2.0,0.18666666666666665,0.25,CUST_03586,0
41,1,3,5,7,1.0,363,45,122.61,5517.45,0.221,27,0.244,4,1.0,1,0.0027472527472527475,3.828641396489095,8.615852302738803,119.9445652173913,0.5463,5,2.0,0.17,0.25,CUST_03587,1
52,1,0,3,0,2.0,185,40,54.65,2186.0,0.12,56,0.015,3,10.0,1,0.005376344086021506,3.713572066704308,7.690286020676768,53.31707317073171,0.7093333333333334,5,1.0,0.27,0.3333333333333333,CUST_03588,1
30,0,1,0,9,1.0,174,31,42.48,1316.88,0.41,26,0.539,0,0.0,1,0.005714285714285714,3.4657359027997265,7.183779663876448,41.1525,0.5963333333333334,1,1.0,0.13,0.5,CUST_03589,0
64,0,1,0,6,3.0,238,32,75.51,2416.32,0.459,12,0.019,6,8.0,0,0.0041841004184100415,3.4965075614664802,7.790414767471619,73.2218181818182,0.2177,5,2.0,0.152,0.25,CUST_03590,0
51,0,3,5,2,2.0,163,1,45.67,45.67,0.489,53,0.354,1,3.0,0,0.006097560975609756,0.6931471805599453,3.8431015599617244,22.835,0.5000333333333333,3,5.0,0.25333333333333335,0.16666666666666666,CUST_03591,0
28,1,0,4,8,1.0,238,35,98.29,3440.15,0.356,13,0.303,2,4.0,1,0.0041841004184100415,3.58351893845611,8.143560996826453,95.55972222222222,0.49346666666666666,4,2.0,0.08666666666666667,0.3333333333333333,CUST_03592,0
53,1,0,5,0,2.0,106,36,179.14,6449.04,0.395,9,0.065,2,7.0,0,0.009345794392523364,3.6109179126442243,8.771841611320976,174.29837837837837,0.1785,0,3.0,0.22166666666666668,0.16666666666666666,CUST_03593,0
34,1,3,5,3,1.0,118,66,48.13,3176.58,0.257,9,0.159,3,4.0,1,0.008403361344537815,4.204692619390966,8.063875179772637,47.41164179104477,0.4371,2,2.0,0.13333333333333333,0.25,CUST_03594,0
52,1,1,2,2,2.0,232,29,21.94,636.26,0.204,58,0.068,1,0.0,1,0.004291845493562232,3.4011973816621555,6.457177735561503,21.208666666666666,0.7478666666666667,3,3.0,0.1575,0.2,CUST_03595,0
35,0,0,5,7,1.0,76,43,52.11,2240.73,0.639,18,0.328,4,3.0,0,0.012987012987012988,3.784189633918261,7.715003168190932,50.92568181818182,0.3117,3,3.0,0.2875,0.25,CUST_03596,0
57,0,3,4,8,3.0,5,29,273.6,7934.4,0.197,26,0.133,6,6.0,1,0.16666666666666666,3.4011973816621555,8.979089041267809,264.47999999999996,0.5324333333333333,2,3.0,0.256,0.16666666666666666,CUST_03597,1
39,0,0,0,5,1.0,218,43,70.35,3025.05,0.171,23,0.088,0,10.0,1,0.0045662100456621,3.784189633918261,8.015013417675108,68.75113636363636,0.5046333333333334,3,4.0,0.20428571428571432,0.16666666666666666,CUST_03598,0
41,0,3,1,5,1.0,282,19,24.89,472.91,0.365,40,0.072,3,7.0,0,0.0035335689045936395,2.995732273553991,6.161017430249116,23.645500000000002,0.37616666666666665,5,2.0,0.305,0.3333333333333333,CUST_03599,0
36,1,0,3,3,1.0,333,64,56.19,3596.16,0.335,42,0.173,3,1.0,1,0.0029940119760479044,4.174387269895637,8.187899924218723,55.32553846153846,0.6804999999999999,5,5.0,0.14333333333333334,0.16666666666666666,CUST_03600,0
54,0,3,5,6,2.0,236,31,51.51,1596.81,0.364,0,0.12,1,5.0,0,0.004219409282700422,3.4657359027997265,7.376389220633939,49.9003125,0.10919999999999999,3,5.0,0.1416666666666667,0.2,CUST_03601,0
56,0,3,3,5,2.0,323,19,28.08,533.52,0.546,26,0.056,4,5.0,0,0.0030864197530864196,2.995732273553991,6.28136914791286,26.676,0.33713333333333334,5,1.0,0.3,0.5,CUST_03602,1
38,0,0,5,2,1.0,32,29,149.77,4343.33,0.271,7,0.16,7,3.0,0,0.030303030303030304,3.4011973816621555,8.376626825579265,144.77766666666668,0.12796666666666667,2,1.0,0.155,0.3333333333333333,CUST_03603,0
25,2,0,3,7,0.0,177,73,89.5,6533.5,0.144,53,0.156,4,4.0,0,0.0056179775280898875,4.304065093204169,8.78485111203709,88.29054054054055,0.39653333333333335,2,6.0,0.17333333333333334,0.2,CUST_03604,0
45,0,2,2,6,2.0,119,7,138.06,966.42,0.157,16,0.206,1,3.0,0,0.008333333333333333,2.0794415416798357,6.874632734146649,120.8025,0.15376666666666666,0,3.0,0.21714285714285714,0.14285714285714285,CUST_03605,0
22,0,3,2,4,0.0,190,58,4.6,266.8,0.566,40,0.418,6,9.0,1,0.005235602094240838,4.07753744390572,5.5902404332570725,4.522033898305085,0.7364666666666666,6,2.0,0.20500000000000002,0.3333333333333333,CUST_03606,1
34,0,3,3,7,1.0,102,76,68.31,5191.56,0.22,27,0.587,1,7.0,0,0.009708737864077669,4.343805421853684,8.554982110811096,67.42285714285715,0.24600000000000002,1,1.0,0.05,0.5,CUST_03607,0
54,0,3,5,2,2.0,79,60,58.12,3487.2,0.248,43,0.258,1,8.0,0,0.0125,4.110873864173311,8.157141122834568,57.1672131147541,0.36106666666666665,0,3.0,0.24666666666666667,0.25,CUST_03608,0
53,0,1,5,2,2.0,322,51,24.87,1268.37,0.216,42,0.069,2,0.0,1,0.0030959752321981426,3.9512437185814275,7.146275993380559,24.39173076923077,0.6448,3,3.0,0.21000000000000002,0.2,CUST_03609,1
36,1,0,4,9,1.0,139,50,77.5,3875.0,0.573,26,0.115,1,7.0,0,0.007142857142857143,3.9318256327243257,8.262558973010657,75.98039215686275,0.3452333333333333,0,2.0,0.19,0.3333333333333333,CUST_03610,0
44,0,1,0,6,2.0,336,21,25.23,529.83,0.13,32,0.186,0,7.0,1,0.002967359050445104,3.091042453358316,6.274441819323642,24.08318181818182,0.5523333333333333,3,3.0,0.2575,0.3333333333333333,CUST_03611,0
51,1,0,0,7,2.0,226,9,15.1,135.9,0.406,23,0.043,3,9.0,1,0.004405286343612335,2.302585092994046,4.919250732294404,13.59,0.5751333333333333,5,3.0,0.2733333333333334,0.3333333333333333,CUST_03612,0
28,0,0,1,6,1.0,266,34,97.62,3319.08,0.254,0,0.212,7,8.0,1,0.003745318352059925,3.5553480614894135,8.107744158005763,94.83085714285714,0.3762,5,3.0,0.23399999999999999,0.2,CUST_03613,0
62,0,3,0,3,3.0,333,34,48.23,1639.82,0.13,43,0.142,2,6.0,1,0.0029940119760479044,3.5553480614894135,7.402951395859895,46.852,0.6256666666666666,3,2.0,0.29000000000000004,0.2,CUST_03614,1
64,1,2,1,1,3.0,224,47,14.73,692.31,0.413,7,0.376,5,5.0,0,0.0044444444444444444,3.8712010109078907,6.541477229614797,14.423124999999999,0.17056666666666664,6,3.0,0.24,0.2,CUST_03615,1
29,0,0,2,6,1.0,60,24,172.31,4135.44,0.036,44,0.04,0,7.0,1,0.01639344262295082,3.2188758248682006,8.32759079350872,165.4176,0.6041333333333333,0,4.0,0.25333333333333335,0.16666666666666666,CUST_03616,0
38,0,0,1,5,1.0,264,28,57.29,1604.12,0.263,1,0.092,0,4.0,0,0.0037735849056603774,3.367295829986474,7.380953799124391,55.314482758620684,0.08556666666666667,3,1.0,0.28,0.5,CUST_03617,1
28,1,3,1,2,1.0,48,46,28.7,1320.2,0.294,46,0.417,6,1.0,1,0.02040816326530612,3.8501476017100584,7.186295693516635,28.08936170212766,0.6948666666666667,3,3.0,0.16333333333333333,0.3333333333333333,CUST_03618,1
